Name,Brand,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,M,Engine,E,Engine_range,Power,Seats,Price
Jaguar XF Diesel,Jaguar,Coimbatore,2012,94521,Diesel,Automatic,First,14.74 kmpl,14.74,2993 CC,2993,2000-3000,270.9 bhp,5,23.19
Hyundai Xcent 1.2 Kappa S,Hyundai,Kochi,2017,38932,Petrol,Manual,First,19.1 kmpl,19.10,1197 CC,1197,1000-2000,82 bhp,5,6.21
Porsche Cayenne Diesel,Porsche,Coimbatore,2015,60395,Diesel,Automatic,First,16.12 kmpl,16.12,2967 CC,2967,2000-3000,245 bhp,5,45.82
Hyundai Xcent 1.1 CRDi S,Hyundai,Mumbai,2016,29000,Diesel,Manual,First,24.4 kmpl,24.40,1120 CC,1120,1000-2000,71 bhp,5,5.95
Audi A4 2.0 TDI Multitronic,Audi,Delhi,2011,58000,Diesel,Automatic,First,16.55 kmpl,16.55,1968 CC,1968,1000-2000,140 bhp,5,11
Maruti Ciaz RS ZXi Plus,Maruti,Coimbatore,2016,60913,Petrol,Manual,First,20.73 kmpl,20.73,1373 CC,1373,1000-2000,91.1 bhp,5,7.19
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Delhi,2011,65000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,6.4
Mercedes-Benz New C-Class 220 CDI MT,Mercedes-Benz,Chennai,2015,26000,Diesel,Manual,First,15.8 kmpl,15.80,2148 CC,2148,2000-3000,170 bhp,5,26
Hyundai i10 Sportz,Hyundai,Hyderabad,2016,19947,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,4.5
Hyundai i10 Sportz 1.2 AT,Hyundai,Chennai,2011,70816,Petrol,Automatic,First,16.95 kmpl,16.95,1197 CC,1197,1000-2000,78.9 bhp,5,3.1
Maruti Baleno Zeta 1.3,Maruti,Delhi,2015,54000,Diesel,Manual,First,27.39 kmpl,27.39,1248 CC,1248,1000-2000,74 bhp,5,5.95
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Delhi,2008,138000,Petrol,Manual,First,18.2 kmpl,18.20,1061 CC,1061,1000-2000,64 bhp,5,1.2
BMW 7 Series 730Ld,BMW,Chennai,2014,35000,Diesel,Automatic,First,16.46 kmpl,16.46,2993 CC,2993,2000-3000,258 bhp,5,52
Audi Q7 4.2 TDI Quattro Technology,Audi,Bangalore,2015,50000,Diesel,Automatic,First,11.33 kmpl,11.33,4134 CC,4134,4000-5000,335.2 bhp,7,48
BMW X5 xDrive 30d,BMW,Hyderabad,2011,124652,Diesel,Automatic,First,11.7 kmpl,11.70,2993 CC,2993,2000-3000,245 bhp,5,21.99
Maruti Ritz LXI,Maruti,Hyderabad,2013,80264,Petrol,Manual,First,21.1 kmpl,21.10,1197 CC,1197,1000-2000,85.80 bhp,5,4.3
Nissan Sunny 2011-2014 Diesel XL,Nissan,Pune,2013,125600,Diesel,Manual,First,21.64 kmpl,21.64,1461 CC,1461,1000-2000,84.8 bhp,5,3.75
Toyota Corolla Altis 1.8 Limited Edition,Toyota,Mumbai,2015,49000,Petrol,Manual,First,14.28 kmpl,14.28,1798 CC,1798,1000-2000,138.03 bhp,5,8.95
Toyota Etios VXD,Toyota,Pune,2012,111000,Diesel,Manual,First,23.59 kmpl,23.59,1364 CC,1364,1000-2000,67.1 bhp,5,4.75
Toyota Corolla Altis GL MT,Toyota,Coimbatore,2016,33690,Petrol,Manual,First,14.28 kmpl,14.28,1798 CC,1798,1000-2000,138.03 bhp,5,14.6
Audi A6 2011-2015 2.0 TDI Premium Plus,Audi,Mumbai,2012,50000,Diesel,Automatic,First,17.68 kmpl,17.68,1968 CC,1968,1000-2000,174.33 bhp,5,17.5
Maruti Ertiga ZDI,Maruti,Kolkata,2012,38092,Diesel,Manual,First,20.77 kmpl,20.77,1248 CC,1248,1000-2000,88.8 bhp,7,5.2
Hyundai Grand i10 Sportz,Hyundai,Coimbatore,2017,47774,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,82 bhp,5,6.04
Tata Indigo CS LX (TDI) BS III,Tata,Chennai,2009,167000,Diesel,Manual,Second,19.09 kmpl,19.09,1396 CC,1396,1000-2000,69 bhp,5,2.7
Maruti Swift Dzire AMT ZDI,Maruti,Chennai,2019,65000,Diesel,Automatic,First,26.59 kmpl,26.59,1248 CC,1248,1000-2000,74 bhp,5,6.75
Volkswagen Polo Petrol Highline 1.6L,Volkswagen,Kolkata,2011,46000,Petrol,Manual,First,15.26 kmpl,15.26,1598 CC,1598,1000-2000,103.5 bhp,5,2.35
Tata Tiago 1.2 Revotron XZ WO Alloy,Tata,Hyderabad,2017,16500,Petrol,Manual,First,23.84 kmpl,23.84,1199 CC,1199,1000-2000,84 bhp,5,5
Honda City i VTEC VX,Honda,Kolkata,2016,39000,Petrol,Manual,First,17.8 kmpl,17.80,1497 CC,1497,1000-2000,117.3 bhp,5,6.95
Honda Amaze V Petrol,Honda,Jaipur,2018,6000,Petrol,Manual,First,19.5 kmpl,19.50,1199 CC,1199,1000-2000,86.76 bhp,5,6.7
Audi A4 35 TDI Premium,Audi,Hyderabad,2015,60000,Diesel,Automatic,First,17.11 kmpl,17.11,1968 CC,1968,1000-2000,174.33 bhp,5,25
Volkswagen Vento Petrol Highline AT,Volkswagen,Chennai,2011,97320,Petrol,Automatic,First,14.4 kmpl,14.40,1598 CC,1598,1000-2000,103.6 bhp,5,3.75
Volkswagen Vento Diesel Trendline,Volkswagen,Chennai,2011,99807,Diesel,Manual,First,20.54 kmpl,20.54,1598 CC,1598,1000-2000,103.6 bhp,5,3.75
Honda City 1.5 S MT,Honda,Pune,2013,46000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,5.1
Maruti Wagon R LXI,Maruti,Mumbai,2010,12000,Petrol,Manual,First,22.5 kmpl,22.50,998 CC,998,<1000,67.04 bhp,5,2.45
Skoda Superb 2.8 V6 AT,Skoda,Kolkata,2005,13002,Petrol,Automatic,First,9.3 kmpl,9.30,2771 CC,2771,2000-3000,193.1 bhp,5,3.25
Honda City i DTEC SV,Honda,Kolkata,2014,26000,Diesel,Manual,First,26.0 kmpl,26.00,1498 CC,1498,1000-2000,98.6 bhp,5,5.5
Maruti Wagon R LXI CNG,Maruti,Kochi,2014,68365,CNG,Manual,First,26.6 km/kg,26.60,998 CC,998,<1000,58.16 bhp,5,3.77
Mercedes-Benz M-Class ML 350 4Matic,Mercedes-Benz,Coimbatore,2016,27833,Diesel,Automatic,First,0.0 kmpl,0.00,2987 CC,2987,2000-3000,165 bhp,5,49.24
Maruti Alto 800 LXI,Maruti,Kochi,2016,51639,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,3.04
Hyundai i20 Magna 1.2,Hyundai,Delhi,2015,21000,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.83 bhp,5,4.9
Ford Ecosport 1.5 DV5 MT Trend,Ford,Bangalore,2013,90000,Diesel,Manual,First,22.7 kmpl,22.70,1498 CC,1498,1000-2000,89.84 bhp,5,6.25
BMW 3 Series GT 320d Luxury Line,BMW,Hyderabad,2015,36255,Diesel,Automatic,First,19.59 kmpl,19.59,1995 CC,1995,1000-2000,184 bhp,5,33
BMW X5 xDrive 30d,BMW,Chennai,2011,58000,Diesel,Automatic,Second,11.7 kmpl,11.70,2993 CC,2993,2000-3000,245 bhp,5,27
Honda Amaze S i-Vtech,Honda,Coimbatore,2014,48997,Petrol,Manual,Second,18.0 kmpl,18.00,1198 CC,1198,1000-2000,86.7 bhp,5,5.21
Ford EcoSport 1.5 Ti VCT MT Titanium,Ford,Mumbai,2014,31130,Petrol,Manual,First,15.85 kmpl,15.85,1499 CC,1499,1000-2000,110.4 bhp,5,5.75
Jaguar XF 3.0 Litre S Premium Luxury,Jaguar,Coimbatore,2012,75668,Diesel,Automatic,First,14.74 kmpl,14.74,2993 CC,2993,2000-3000,270.9 bhp,5,16.58
Toyota Corolla 1.8 J,Toyota,Delhi,2015,12000,Petrol,Manual,First,14.53 kmpl,14.53,1798 CC,1798,1000-2000,138 bhp,5,11
Hyundai i10 Sportz,Hyundai,Pune,2014,90000,Petrol,Manual,Second,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,2.8
Mercedes-Benz New C-Class C220 CDI Executive Edition,Mercedes-Benz,Kochi,2019,17320,Diesel,Automatic,First,15.8 kmpl,15.80,2148 CC,2148,2000-3000,170 bhp,5,37.99
Skoda Laura Ambiente 2.0 TDI CR MT,Skoda,Delhi,2011,85000,Diesel,Manual,Second,20.0 kmpl,20.00,1968 CC,1968,1000-2000,108.5 bhp,5,3.65
Ford Endeavour 4x2 XLT,Ford,Hyderabad,2007,130000,Diesel,Manual,First,13.1 kmpl,13.10,2499 CC,2499,2000-3000,141 bhp,7,6
Ford Figo Petrol EXI,Ford,Coimbatore,2013,60328,Petrol,Manual,First,15.6 kmpl,15.60,1196 CC,1196,1000-2000,70 bhp,5,4.54
Honda Amaze S i-Vtech,Honda,Kochi,2015,34327,Petrol,Manual,First,18.0 kmpl,18.00,1198 CC,1198,1000-2000,86.7 bhp,5,5.4
Tata Indica Vista TDI LS,Tata,Mumbai,2014,75000,Diesel,Manual,First,19.1 kmpl,19.10,1405 CC,1405,1000-2000,70 bhp,5,3.3
Volvo XC60 D4 Summum,Volvo,Hyderabad,2012,86000,Diesel,Automatic,Second,14.7 kmpl,14.70,1985 CC,1985,1000-2000,163 bhp,5,18.25
Datsun Redi GO Sport,Datsun,Bangalore,2017,12000,Petrol,Manual,First,22.7 kmpl,22.70,799 CC,799,<1000,53 bhp,5,3.1
Hyundai EON Era Plus,Hyundai,Kochi,2013,57759,Petrol,Manual,First,21.1 kmpl,21.10,814 CC,814,<1000,55.2 bhp,5,3.84
Maruti Alto 800 VXI,Maruti,Kolkata,2016,24300,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,2.44
Volkswagen Polo Petrol Trendline 1.2L,Volkswagen,Bangalore,2011,66000,Petrol,Manual,Second,16.47 kmpl,16.47,1198 CC,1198,1000-2000,73.9 bhp,5,3.6
Hyundai i10 Asta,Hyundai,Mumbai,2015,75915,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,3.9
Nissan Sunny 2011-2014 XL,Nissan,Chennai,2013,107000,Petrol,Manual,Second,16.95 kmpl,16.95,1498 CC,1498,1000-2000,97.7 bhp,5,2.9
Toyota Corolla Altis G,Toyota,Chennai,2008,86000,Petrol,Manual,Second,14.53 kmpl,14.53,1798 CC,1798,1000-2000,138.1 bhp,5,3.5
Hyundai Verna CRDi ABS,Hyundai,Chennai,2009,160000,Diesel,Manual,Second,18.1 kmpl,18.10,1493 CC,1493,1000-2000,110 bhp,5,3.5
Maruti Alto 800 2016-2019 LXI Optional,Maruti,Jaipur,2019,3000,Petrol,Manual,First,24.7 kmpl,24.70,796 CC,796,<1000,47.3 bhp,5,3.5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,Hyderabad,2015,72495,Diesel,Manual,First,21.9 kmpl,21.90,1396 CC,1396,1000-2000,88.76 bhp,5,7
Hyundai Verna 1.6 CRDi AT S,Hyundai,Chennai,2016,33000,Diesel,Automatic,First,19.08 kmpl,19.08,1582 CC,1582,1000-2000,126.2 bhp,5,8.7
Audi Q7 3.0 TDI Quattro Technology,Audi,Hyderabad,2014,60000,Diesel,Automatic,First,12.07 kmpl,12.07,2967 CC,2967,2000-3000,241.4 bhp,7,45
Tata Indica V2 eLS,Tata,Hyderabad,2016,80103,Diesel,Manual,First,25.0 kmpl,25.00,1396 CC,1396,1000-2000,69 bhp,5,1.8
Chevrolet Spark 1.0 LS,Chevrolet,Kolkata,2007,42100,Petrol,Manual,First,18.0 kmpl,18.00,995 CC,995,<1000,62 bhp,5,0.99
Hyundai Grand i10 1.2 Kappa Magna,Hyundai,Kolkata,2018,4500,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,4.8
Toyota Fortuner 4x4 MT TRD Sportivo,Toyota,Mumbai,2014,97000,Diesel,Manual,First,12.55 kmpl,12.55,2982 CC,2982,2000-3000,169 bhp,7,17.95
Mahindra E Verito D4,Mahindra,Chennai,2016,50000,Electric,Automatic,First,0,0.00,72 CC,72,<1000,41 bhp,5,13
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Kochi,2017,51223,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,5.66
Honda City 1.5 S MT,Honda,Delhi,2009,64000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,3.1
Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2016,56911,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.86 bhp,5,6.54
Toyota Innova 2.5 G4 Diesel 8-seater,Toyota,Hyderabad,2015,147848,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,13.2
Ford Mustang V8,Ford,Kochi,2018,21290,Petrol,Automatic,First,13.0 kmpl,13.00,4951 CC,4951,4000-5000,395 bhp,4,56.8
Toyota Innova Crysta 2.8 GX AT,Toyota,Kochi,2019,14076,Diesel,Automatic,First,11.36 kmpl,11.36,2755 CC,2755,2000-3000,171.5 bhp,7,19.4
Maruti Zen Estilo 1.1 VXI BSIII,Maruti,Ahmedabad,2007,75180,Petrol,Manual,First,18.2 kmpl,18.20,1061 CC,1061,1000-2000,64 bhp,5,1.65
Maruti Swift ZDi,Maruti,Jaipur,2013,92000,Diesel,Manual,Second,22.9 kmpl,22.90,1248 CC,1248,1000-2000,74 bhp,5,4.35
Fiat Avventura MULTIJET Emotion,Fiat,Hyderabad,2015,57266,Diesel,Manual,First,20.5 kmpl,20.50,1248 CC,1248,1000-2000,91.72 bhp,5,6.5
Maruti Zen Estilo VXI BSIII,Maruti,Delhi,2007,64000,Petrol,Manual,First,18.2 kmpl,18.20,998 CC,998,<1000,67.1 bhp,5,1.11
Renault Duster 85PS Diesel RxL,Renault,Mumbai,2013,41000,Diesel,Manual,First,19.87 kmpl,19.87,1461 CC,1461,1000-2000,83.8 bhp,5,5.5
Mitsubishi Pajero 2.8 SFX,Mitsubishi,Delhi,2012,45999,Diesel,Manual,First,10.5 kmpl,10.50,2835 CC,2835,2000-3000,107.2 bhp,6,11
Maruti Celerio VXI AT,Maruti,Pune,2015,50000,Petrol,Automatic,First,23.1 kmpl,23.10,998 CC,998,<1000,67.04 bhp,5,3.9
Tata Indica V2 DLS BSIII,Tata,Pune,2013,70000,Diesel,Manual,First,17.88 kmpl,17.88,1405 CC,1405,1000-2000,48.21 bhp,5,1.8
Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2016,37540,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.86 bhp,5,6.22
Maruti Celerio VXI AT,Maruti,Hyderabad,2014,44000,Petrol,Automatic,First,23.1 kmpl,23.10,998 CC,998,<1000,67.04 bhp,5,4.3
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,Hyderabad,2017,22500,Petrol,Manual,First,18.9 kmpl,18.90,1197 CC,1197,1000-2000,81.86 bhp,5,5.99
Hyundai i20 1.2 Magna Executive,Hyundai,Delhi,2017,17431,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.83 bhp,5,6
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Delhi,2014,61566,Petrol,Manual,First,17.1 kmpl,17.10,1591 CC,1591,1000-2000,121.3 bhp,5,5.85
Land Rover Freelander 2 SE,Land,Kochi,2014,61730,Diesel,Automatic,First,12.39 kmpl,12.39,2179 CC,2179,2000-3000,147.51 bhp,5,19.94
Maruti Swift VXI BSIII,Maruti,Chennai,2009,68000,Petrol,Manual,First,16.1 kmpl,16.10,1298 CC,1298,1000-2000,88.2 bhp,5,2.9
Honda Amaze SX i-VTEC,Honda,Mumbai,2014,29000,Petrol,Manual,First,18.0 kmpl,18.00,1198 CC,1198,1000-2000,86.7 bhp,5,4.25
Toyota Corolla Altis Diesel D4DG,Toyota,Hyderabad,2010,156210,Diesel,Manual,First,21.43 kmpl,21.43,1364 CC,1364,1000-2000,87.2 bhp,5,5.99
Honda Amaze S Diesel,Honda,Kolkata,2013,46500,Diesel,Manual,First,27.4 kmpl,27.40,1498 CC,1498,1000-2000,98.6 bhp,5,3.3
Audi A6 3.0 TDI quattro,Audi,Coimbatore,2009,52830,Diesel,Automatic,Second,16.77 kmpl,16.77,2967 CC,2967,2000-3000,241.38 bhp,5,8.08
Maruti Wagon R VXI,Maruti,Jaipur,2017,39867,Petrol,Manual,First,22.5 kmpl,22.50,998 CC,998,<1000,67.04 bhp,5,4.5
Honda Mobilio E i DTEC,Honda,Hyderabad,2014,58972,Diesel,Manual,First,24.2 kmpl,24.20,1498 CC,1498,1000-2000,98.6 bhp,7,6.5
Honda CR-V 2.4 4WD AT,Honda,Bangalore,2006,66000,Petrol,Automatic,Second,10.1 kmpl,10.10,2354 CC,2354,2000-3000,152 bhp,5,3.9
Hyundai Verna 1.6 SX VTVT (O),Hyundai,Delhi,2013,52000,Petrol,Manual,First,17.1 kmpl,17.10,1591 CC,1591,1000-2000,121.3 bhp,5,5.25
Hyundai Santa Fe 4x4 AT,Hyundai,Bangalore,2014,58000,Diesel,Automatic,First,11.72 kmpl,11.72,2199 CC,2199,2000-3000,194.3 bhp,7,17
Hyundai i10 Sportz AT,Hyundai,Ahmedabad,2012,58000,Petrol,Automatic,First,16.95 kmpl,16.95,1197 CC,1197,1000-2000,78.9 bhp,5,3.5
Ford Fusion Plus 1.4 TDCi Diesel,Ford,Hyderabad,2008,75000,Diesel,Manual,Second,17.7 kmpl,17.70,1399 CC,1399,1000-2000,68 bhp,5,3
Hyundai i10 Sportz,Hyundai,Coimbatore,2015,41008,Petrol,Manual,Second,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,4.87
Hyundai Xcent 1.1 CRDi SX Option,Hyundai,Jaipur,2014,65000,Diesel,Manual,First,24.4 kmpl,24.40,1120 CC,1120,1000-2000,71 bhp,5,6
Skoda Superb Style 2.0 TDI AT,Skoda,Mumbai,2015,19000,Diesel,Automatic,First,18.19 kmpl,18.19,1968 CC,1968,1000-2000,174.5 bhp,5,15.5
Ford Fiesta 1.4 Duratec EXI,Ford,Pune,2008,74000,Petrol,Manual,Second,16.6 kmpl,16.60,1388 CC,1388,1000-2000,68 bhp,5,1.6
Maruti Baleno Zeta Automatic,Maruti,Pune,2017,33000,Petrol,Automatic,First,21.4 kmpl,21.40,1197 CC,1197,1000-2000,83.1 bhp,5,7.25
Skoda Laura 1.9 TDI MT Ambiente,Skoda,Mumbai,2010,95000,Diesel,Manual,Second,17.0 kmpl,17.00,1896 CC,1896,1000-2000,105 bhp,5,3.25
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Kolkata,2012,34000,Diesel,Manual,First,20.64 kmpl,20.64,1498 CC,1498,1000-2000,108.5 bhp,5,3.4
Audi Q7 3.0 TDI Quattro Technology,Audi,Coimbatore,2014,102865,Diesel,Automatic,First,12.07 kmpl,12.07,2967 CC,2967,2000-3000,241.4 bhp,7,30.5
Hyundai Verna VTVT 1.6 SX Option,Hyundai,Kochi,2016,52378,Petrol,Manual,First,17.0 kmpl,17.00,1591 CC,1591,1000-2000,121.3 bhp,5,7.97
Mercedes-Benz New C-Class 220 CDI AT,Mercedes-Benz,Delhi,2012,38000,Diesel,Automatic,First,14.84 kmpl,14.84,2143 CC,2143,2000-3000,170 bhp,5,13.51
Honda Amaze S i-Dtech,Honda,Kochi,2015,60334,Diesel,Manual,First,25.8 kmpl,25.80,1498 CC,1498,1000-2000,98.6 bhp,5,5.43
Ford Fiesta 1.4 Duratec EXI Limited Edition,Ford,Chennai,2010,107000,Petrol,Manual,First,16.6 kmpl,16.60,1388 CC,1388,1000-2000,68 bhp,5,2.6
Hyundai i20 Magna Optional 1.2,Hyundai,Bangalore,2013,445000,Petrol,Manual,First,18.5 kmpl,18.50,1197 CC,1197,1000-2000,82.9 bhp,5,4.45
Maruti Alto 800 LXI,Maruti,Kolkata,2017,2196,Petrol,Manual,First,22.74 kmpl,22.74,796 CC,796,<1000,47.3 bhp,5,2.75
BMW 5 Series 530i Sedan,BMW,Kolkata,2010,24000,Petrol,Automatic,First,10.6 kmpl,10.60,2996 CC,2996,2000-3000,258 bhp,5,8.75
Fiat Grande Punto 1.4 Emotion,Fiat,Coimbatore,2015,44846,Petrol,Manual,Second,14.6 kmpl,14.60,1368 CC,1368,1000-2000,88.7 bhp,5,5.41
Maruti Dzire AMT ZDI Plus,Maruti,Kochi,2018,64035,Diesel,Automatic,First,28.4 kmpl,28.40,1248 CC,1248,1000-2000,73.75 bhp,5,8.55
Mahindra XUV500 W6 2WD,Mahindra,Mumbai,2014,45600,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,8.25
Volvo XC90 2007-2015 D5 AT AWD,Volvo,Kochi,2014,102001,Diesel,Automatic,First,11.1 kmpl,11.10,2400 CC,2400,2000-3000,200 bhp,7,23.58
Hyundai i10 Sportz 1.2,Hyundai,Coimbatore,2014,47439,Petrol,Manual,First,20.36 kmpl,20.36,1197 CC,1197,1000-2000,78.9 bhp,5,4.49
Toyota Fortuner 3.0 Diesel,Toyota,Hyderabad,2010,193254,Diesel,Manual,First,11.5 kmpl,11.50,2982 CC,2982,2000-3000,171 bhp,7,12.99
Tata Nano XTA,Tata,Bangalore,2016,29000,Petrol,Automatic,First,21.9 kmpl,21.90,624 CC,624,<1000,37.48 bhp,4,2.8
Renault Lodgy 110PS RxZ 8 Seater,Renault,Coimbatore,2016,51681,Diesel,Manual,First,19.98 kmpl,19.98,1461 CC,1461,1000-2000,108.5 bhp,8,8.43
Audi Q7 3.0 TDI Quattro Premium Plus,Audi,Hyderabad,2015,50000,Diesel,Automatic,First,12.07 kmpl,12.07,2967 CC,2967,2000-3000,241.4 bhp,7,47.5
Honda City i VTEC CVT VX,Honda,Mumbai,2016,42666,Petrol,Automatic,First,18.0 kmpl,18.00,1497 CC,1497,1000-2000,117.3 bhp,5,8.95
Renault Duster 110PS Diesel RxL,Renault,Jaipur,2013,65000,Diesel,Manual,Second,19.01 kmpl,19.01,1461 CC,1461,1000-2000,108.45 bhp,5,5.5
Honda Amaze S i-VTEC,Honda,Jaipur,2014,18776,Petrol,Manual,First,17.8 kmpl,17.80,1198 CC,1198,1000-2000,86.7 bhp,5,4.75
Honda Amaze S i-Vtech,Honda,Jaipur,2016,6714,Petrol,Manual,First,18.0 kmpl,18.00,1198 CC,1198,1000-2000,86.7 bhp,5,4.75
BMW 3 Series 320i,BMW,Pune,2009,40000,Petrol,Automatic,Second,12.05 kmpl,12.05,1995 CC,1995,1000-2000,154 bhp,5,9.5
Maruti Ritz LDi,Maruti,Coimbatore,2011,88539,Diesel,Manual,First,23.2 kmpl,23.20,1248 CC,1248,1000-2000,73.94 bhp,5,3.77
Honda City 1.5 S MT,Honda,Delhi,2012,65055,Petrol,Manual,Second,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,4.25
BMW 3 Series 320d Sport Line,BMW,Mumbai,2014,23000,Diesel,Automatic,First,18.88 kmpl,18.88,1995 CC,1995,1000-2000,184 bhp,5,19.9
Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Volkswagen,Chennai,2009,60000,Diesel,Manual,First,15.0 kmpl,15.00,1896 CC,1896,1000-2000,105 bhp,5,4
Maruti Swift Dzire LXI,Maruti,Kochi,2013,59350,Petrol,Manual,First,19.1 kmpl,19.10,1197 CC,1197,1000-2000,85.8 bhp,5,4.16
Jaguar XF 2.2 Litre Executive,Jaguar,Bangalore,2015,19000,Diesel,Automatic,Second,16.36 kmpl,16.36,2179 CC,2179,2000-3000,187.7 bhp,5,38
Hyundai Xcent 1.2 Kappa AT SX Option,Hyundai,Kochi,2016,45560,Petrol,Automatic,First,16.9 kmpl,16.90,1197 CC,1197,1000-2000,82 bhp,5,6.34
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Pune,2009,118000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,4.5
Maruti Eeco 7 Seater Standard,Maruti,Chennai,2016,55000,Petrol,Manual,First,15.1 kmpl,15.10,1196 CC,1196,1000-2000,73 bhp,7,3.75
Audi A4 New 2.0 TDI Multitronic,Audi,Delhi,2012,60000,Diesel,Automatic,Second,15.2 kmpl,15.20,1968 CC,1968,1000-2000,140.8 bhp,5,10.2
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Chennai,2007,145000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,5
Maruti Grand Vitara MT,Maruti,Mumbai,2008,46810,Petrol,Manual,First,9.8 kmpl,9.80,1995 CC,1995,1000-2000,163.5 bhp,5,3.95
Volkswagen Vento 1.5 TDI Highline,Volkswagen,Coimbatore,2016,62767,Diesel,Manual,First,20.34 kmpl,20.34,1498 CC,1498,1000-2000,103.2 bhp,5,9.75
Hyundai Elite i20 Petrol Asta,Hyundai,Kochi,2018,18553,Petrol,Manual,First,18.6 kmpl,18.60,1197 CC,1197,1000-2000,81.86 bhp,5,7.93
Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Hyderabad,2011,143143,Diesel,Manual,First,17.8 kmpl,17.80,1399 CC,1399,1000-2000,67 bhp,5,2.1
Mitsubishi Pajero Sport 4X4,Mitsubishi,Coimbatore,2015,53497,Diesel,Manual,First,13.5 kmpl,13.50,2477 CC,2477,2000-3000,175.56 bhp,7,16.42
Hyundai Santa Fe 4X4,Hyundai,Bangalore,2011,148000,Diesel,Manual,Second,14.66 kmpl,14.66,2199 CC,2199,2000-3000,194.3 bhp,7,8.9
Mahindra XUV500 W8 2WD,Mahindra,Pune,2012,95000,Diesel,Manual,First,15.1 kmpl,15.10,2179 CC,2179,2000-3000,140 bhp,7,7.21
Toyota Innova 2.5 V Diesel 8-seater,Toyota,Chennai,2015,100000,Diesel,Manual,First,12.8 kmpl,12.80,2494 CC,2494,2000-3000,102 bhp,8,13.5
Mercedes-Benz GLE 350d,Mercedes-Benz,Chennai,2016,29000,Diesel,Automatic,First,11.57 kmpl,11.57,2987 CC,2987,2000-3000,254.79 bhp,5,65
Mahindra Scorpio 2009-2014 SLE 7S BSIV,Mahindra,Bangalore,2014,87000,Diesel,Manual,First,12.05 kmpl,12.05,2179 CC,2179,2000-3000,120 bhp,7,7.4
Honda City 1.5 S AT,Honda,Kochi,2014,56838,Petrol,Automatic,First,16.8 kmpl,16.80,1497 CC,1497,1000-2000,118 bhp,5,5.15
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Mercedes-Benz,Pune,2013,100000,Diesel,Automatic,First,12.0 kmpl,12.00,2987 CC,2987,2000-3000,224 bhp,7,32
Honda City 1.5 S MT,Honda,Kolkata,2011,125000,Petrol,Manual,First,17.0 kmpl,17.00,1497 CC,1497,1000-2000,118 bhp,5,3.25
Maruti Wagon R VXI AMT,Maruti,Kolkata,2017,17000,Petrol,Automatic,First,22.5 kmpl,22.50,998 CC,998,<1000,67 bhp,5,3.95
Tata Indigo eCS GLE BSIII,Tata,Pune,2013,70000,Petrol,Manual,Second,15.4 kmpl,15.40,1193 CC,1193,1000-2000,65 bhp,5,1.5
